id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,apartment condition,sub_area,price
22496,2012-03-31,61,21.0,2.0,,,,,,,40,5699653.92
29405,2014-06-11,67,41.0,3.0,10.0,4.0,2008.0,3.0,8.0,3.0,48,6924132.0
96570,2014-10-11,74,,17.0,22.0,4.0,,2.0,1.0,,109,10693289.328
21068,2014-03-29,31,20.0,1.0,5.0,1.0,1963.0,1.0,5.0,3.0,52,3968216.0
15101,2014-12-20,72,50.0,4.0,5.0,2.0,1960.0,3.0,9.0,3.0,50,9637096.0
29721,2013-07-28,64,64.0,16.0,,,,,,,94,4566616.494080001
49372,2013-06-12,37,25.0,5.0,,,,,,,57,5506912.0
66602,2014-07-30,59,30.0,2.0,16.0,4.0,2014.0,2.0,10.0,3.0,10,4049200.0
68575,2014-07-16,27,26.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,87,1759847.1072
93651,2013-12-20,73,43.0,10.0,17.0,1.0,1992.0,3.0,10.0,3.0,109,12147600.0
95293,2014-06-28,40,,2.0,17.0,1.0,,1.0,0.0,,72,3563296.0
57062,2013-05-12,42,30.0,3.0,,,,,,,57,7288560.0
85024,2013-11-17,44,28.0,5.0,9.0,1.0,1970.0,2.0,6.0,2.0,139,5354662.08
51689,2014-04-08,53,32.0,4.0,16.0,1.0,1979.0,2.0,9.0,2.0,126,8503320.0
95494,2013-08-25,41,17.0,7.0,24.0,4.0,2009.0,1.0,9.0,4.0,16,8908240.0
31078,2012-02-29,65,43.0,7.0,,,,,,,109,3725264.0
66345,2014-11-23,54,32.0,10.0,17.0,1.0,1989.0,2.0,9.0,2.0,74,6357244.0
98101,2014-09-22,40,18.0,6.0,17.0,1.0,,1.0,10.0,1.0,72,3887232.0
90115,2013-12-10,47,,19.0,25.0,1.0,,1.0,1.0,1.0,85,3913584.1936
63803,2012-09-13,31,18.0,9.0,,,,,,,21,2834440.0
42148,2013-08-27,33,17.0,1.0,,,,,,,82,3887232.0
15381,2014-07-17,73,,17.0,0.0,1.0,,3.0,0.0,,72,6142798.368
71936,2014-12-23,101,101.0,3.0,25.0,1.0,,3.0,1.0,1.0,94,6186508.67216
45679,2013-08-21,82,,13.0,,,,,,,65,9395947.51368
38572,2015-02-22,54,32.0,7.0,17.0,1.0,2002.0,2.0,9.0,3.0,133,10365952.0
93183,2013-04-21,45,28.0,1.0,,,,,,,22,5668880.0
99652,2012-11-26,38,23.0,5.0,,,,,,,75,5182976.0
61231,2014-02-04,48,29.0,10.0,13.0,2.0,1969.0,2.0,7.0,3.0,20,7288560.0
93080,2014-02-12,39,19.0,16.0,17.0,1.0,1988.0,1.0,8.0,2.0,60,4899532.0
69658,2013-05-11,45,18.0,1.0,,,,,,,105,3251297.0416
85831,2015-02-24,74,43.0,6.0,10.0,1.0,1994.0,3.0,10.0,,38,8665288.0
91910,2013-12-29,66,43.0,10.0,12.0,5.0,1973.0,3.0,11.0,3.0,141,7207576.0
42294,2015-03-15,63,63.0,8.0,8.0,1.0,2015.0,1.0,1.0,1.0,72,5485370.256
45502,2014-12-12,25,25.0,5.0,14.0,2.0,1970.0,1.0,5.0,2.0,112,3223163.2
95701,2015-03-21,64,,10.0,17.0,1.0,2015.0,2.0,1.0,1.0,72,7063373.460080001
95457,2013-03-16,25,10.0,2.0,,,,,,,97,2024600.0
28002,2012-04-09,57,32.0,22.0,,,,,,,65,6721672.0
29136,2013-01-22,36,18.0,2.0,,,,,,,128,1619680.0
55715,2015-04-28,53,32.0,1.0,5.0,2.0,1957.0,2.0,7.0,2.0,119,6964624.0
19942,2013-05-15,62,,9.0,,,,,,,103,4296516.22776
10988,2014-07-18,63,33.0,13.0,17.0,1.0,2012.0,2.0,12.0,3.0,50,2429520.0
23601,2014-02-04,118,69.0,8.0,26.0,6.0,2004.0,4.0,11.0,1.0,44,809840.0
55898,2013-06-07,37,37.0,12.0,,,,,,,126,5386974.696
21248,2012-05-17,52,30.0,11.0,,,,,,,34,7005116.0
26656,2014-08-08,36,20.0,6.0,12.0,5.0,1967.0,1.0,9.0,2.0,141,5021008.0
48693,2013-09-22,45,28.0,1.0,9.0,1.0,1977.0,2.0,6.0,2.0,37,5223468.0
38661,2014-07-25,67,,5.0,17.0,1.0,,2.0,1.0,1.0,94,6478015.4392
23237,2013-04-14,89,71.0,27.0,,,,,,,34,7248068.0
94903,2015-03-14,38,24.0,7.0,9.0,2.0,1965.0,2.0,6.0,2.0,12,5749864.0
18726,2013-08-06,68,,10.0,,,,,,,102,4437923.2
60033,2014-09-26,105,51.0,18.0,19.0,6.0,2012.0,3.0,13.0,1.0,34,5333303.35984
83188,2013-12-02,31,18.0,5.0,5.0,5.0,1964.0,1.0,5.0,,15,4008708.0
11117,2014-08-27,34,17.0,7.0,12.0,1.0,1980.0,1.0,6.0,3.0,118,4980516.0
10978,2014-01-31,25,13.0,9.0,9.0,1.0,1978.0,1.0,6.0,2.0,30,1619680.0
12414,2014-12-26,57,42.0,1.0,9.0,2.0,1965.0,3.0,5.0,2.0,57,5871340.0
37444,2014-11-20,65,37.0,4.0,5.0,2.0,1953.0,2.0,7.0,2.0,140,8503320.0
96032,2014-03-02,35,14.0,1.0,17.0,1.0,1991.0,1.0,1.0,2.0,74,4049200.0
24481,2012-05-31,58,41.0,8.0,,,,,,,80,6478720.0
65032,2014-03-01,41,,12.0,25.0,1.0,,1.0,1.0,,94,3599089.30832
84773,2015-01-02,32,21.0,9.0,9.0,5.0,1962.0,1.0,5.0,3.0,50,1700664.0
45968,2014-09-06,79,51.0,1.0,5.0,2.0,1959.0,3.0,8.0,3.0,131,8847502.0
12671,2014-04-10,50,29.0,1.0,14.0,1.0,1992.0,2.0,8.0,2.0,65,6235768.0
21551,2012-01-04,73,45.0,1.0,,,,,,,49,2807444.79344
44361,2014-04-10,104,80.0,21.0,24.0,2.0,2017.0,3.0,20.0,1.0,109,13622545.3952
53782,2014-05-11,52,30.0,10.0,14.0,1.0,2006.0,2.0,9.0,3.0,45,6559704.0
35885,2012-08-08,39,19.0,11.0,,,,,,,49,6316752.0
45303,2013-09-07,42,20.0,10.0,14.0,1.0,1997.0,1.0,8.0,3.0,21,809840.0
54262,2013-07-25,64,64.0,11.0,,,,,,,94,4594500.90496
13250,2013-05-25,85,,13.0,22.0,4.0,,3.0,0.0,,103,6134129.84064
38663,2013-08-13,81,54.0,5.0,7.0,2.0,1958.0,3.0,8.0,3.0,113,14172200.0
91397,2013-08-10,55,41.0,4.0,,,,,,,20,6964624.0
35582,2014-04-03,38,19.0,2.0,17.0,1.0,1987.0,1.0,8.0,2.0,79,4778056.0
58229,2012-05-23,39,16.0,15.0,,,,,,,46,2429520.0
59086,2011-10-05,31,18.0,4.0,,,,,,,67,3563296.0
39357,2014-03-09,78,51.0,1.0,12.0,1.0,1984.0,4.0,8.0,3.0,119,10365952.0
10388,2013-04-30,79,,10.0,,,,,,,72,5537148.18624
27724,2013-11-05,65,35.0,12.0,15.0,4.0,2013.0,2.0,1.0,1.0,105,5027486.72
68260,2012-03-21,38,22.0,5.0,,,,,,,113,1214760.0
77528,2013-12-12,51,33.0,1.0,9.0,1.0,1974.0,3.0,6.0,2.0,85,5263960.0
65181,2014-11-18,30,18.0,1.0,9.0,2.0,1972.0,1.0,5.0,2.0,69,4275955.2
91040,2012-06-15,30,18.0,1.0,,,,,,,70,4049200.0
21164,2013-09-25,71,46.0,4.0,15.0,2.0,1971.0,3.0,8.0,2.0,57,13281376.0
59903,2014-09-19,44,,7.0,18.0,1.0,2014.0,1.0,1.0,1.0,19,5910171.828
91134,2014-03-09,45,19.0,3.0,5.0,1.0,2013.0,1.0,1.0,1.0,91,2379316.39872
81026,2013-04-22,39,39.0,12.0,,,,,,,102,3431454.048
72637,2014-12-19,27,,12.0,22.0,1.0,,1.0,0.0,,101,2172403.08856
97157,2014-08-27,42,0.0,15.0,24.0,1.0,0.0,1.0,1.0,1.0,103,4528423.6298400005
13521,2013-10-13,32,18.0,7.0,9.0,1.0,,1.0,6.0,3.0,125,3320344.0
46348,2015-02-16,75,46.0,16.0,17.0,1.0,1991.0,3.0,10.0,2.0,65,1619680.0
33285,2014-12-06,49,31.0,6.0,12.0,5.0,1969.0,2.0,8.0,2.0,141,5660781.6
25423,2013-03-13,66,44.0,13.0,,,,,,,28,8090301.6
38647,2013-08-11,77,77.0,1.0,,,,,,,94,4757648.032
77838,2014-01-27,63,37.0,7.0,14.0,1.0,1987.0,3.0,8.0,1.0,76,6235768.0
79588,2014-12-06,102,102.0,12.0,25.0,1.0,,3.0,1.0,1.0,94,7054581.83704
13719,2014-01-08,38,18.0,7.0,14.0,1.0,1995.0,1.0,8.0,3.0,141,4211168.0
36911,2014-08-07,38,19.0,12.0,14.0,1.0,2000.0,1.0,8.0,3.0,38,4697072.0
78347,2013-01-08,54,32.0,7.0,,,,,,,60,7045608.0
88245,2014-12-05,60,33.0,15.0,17.0,1.0,1990.0,2.0,10.0,,76,7733972.0
49599,2013-07-17,35,19.0,4.0,,,,,,,119,4980516.0
23163,2013-11-28,36,18.0,5.0,5.0,2.0,1976.0,1.0,7.0,2.0,83,3725264.0
23152,2012-09-11,39,21.0,3.0,,,,,,,9,4535104.0
87787,2012-10-01,39,21.0,14.0,,,,,,,115,4859040.0
50165,2015-06-12,61,43.0,7.0,9.0,1.0,1979.0,3.0,6.0,3.0,36,7248068.0
98597,2014-12-30,29,18.0,2.0,8.0,5.0,1960.0,1.0,4.0,3.0,57,6195276.0
88385,2014-11-13,43,29.0,4.0,5.0,1.0,1960.0,2.0,5.0,2.0,25,6316752.0
35344,2013-11-28,39,20.0,17.0,22.0,1.0,2001.0,1.0,10.0,3.0,28,5166779.2
50577,2014-02-01,38,20.0,3.0,12.0,1.0,1980.0,1.0,8.0,3.0,18,5223468.0
80893,2014-03-31,69,,3.0,3.0,1.0,,2.0,1.0,,102,4755299.496
93680,2013-12-03,118,86.0,16.0,22.0,6.0,2010.0,1.0,17.0,1.0,108,16438132.32
73621,2013-09-12,33,,20.0,,,,,,,102,3047589.8880000003
62115,2012-11-29,56,56.0,7.0,,,,,,,48,4636010.063999999
89381,2014-02-13,40,39.0,14.0,14.0,1.0,1988.0,1.0,8.0,2.0,74,4332644.0
23500,2014-07-15,41,20.0,10.0,12.0,1.0,1979.0,1.0,8.0,3.0,118,6195276.0
12536,2014-06-19,71,68.0,2.0,10.0,1.0,2014.0,2.0,1.0,1.0,113,15154697.888
76037,2014-01-14,40,,5.0,1.0,1.0,,2.0,1.0,1.0,102,3599748.5180800003
82824,2013-07-15,102,102.0,9.0,,,,,,,94,6753560.25984
50923,2014-12-18,42,26.0,4.0,5.0,2.0,1960.0,2.0,5.0,2.0,123,5587896.0
84517,2015-05-16,28,,4.0,4.0,2.0,,1.0,1.0,,87,2060508.3056
52928,2014-03-02,74,39.0,4.0,12.0,1.0,2014.0,2.0,14.0,1.0,97,3526986.8236
36110,2015-03-05,36,20.0,8.0,9.0,1.0,1971.0,1.0,5.0,2.0,135,5344944.0
63107,2014-09-23,100,75.0,4.0,5.0,2.0,1957.0,4.0,9.0,3.0,129,9718080.0
68532,2013-11-28,70,,5.0,5.0,1.0,2013.0,2.0,1.0,1.0,134,4598352.504
34815,2013-10-20,48,20.0,6.0,30.0,4.0,2010.0,1.0,11.0,2.0,145,6768770.674720001
46174,2014-03-04,39,,12.0,17.0,1.0,,1.0,1.0,,94,2957622.33288
38125,2013-12-25,48,31.0,7.0,12.0,5.0,1967.0,2.0,8.0,3.0,81,8746272.0
48884,2014-07-14,77,72.0,4.0,9.0,1.0,0.0,2.0,0.0,1.0,143,4442749.8464
21606,2013-08-20,45,27.0,9.0,,,,,,,126,5992816.0
54284,2014-07-13,52,,14.0,17.0,1.0,,2.0,1.0,1.0,103,5154737.689040001
11123,2015-06-11,77,40.0,3.0,16.0,4.0,2002.0,2.0,12.0,3.0,75,12552520.0
14219,2012-11-23,35,,2.0,,,,,,,102,2602015.92
76375,2013-04-02,77,,4.0,,,,,,,102,4744690.592
36751,2015-04-08,65,43.0,2.0,12.0,1.0,1973.0,3.0,7.0,3.0,43,10649396.0
73355,2013-06-16,45,29.0,1.0,,,,,,,12,4454120.0
44747,2013-12-31,38,19.0,10.0,16.0,1.0,2006.0,1.0,7.0,2.0,45,4697072.0
11462,2013-04-26,64,,9.0,,,,,,,72,4625287.7824
41525,2012-03-14,83,,11.0,,,,,,,85,9365313.696
29637,2012-09-20,47,29.0,8.0,,,,,,,33,5587896.0
64328,2013-05-27,136,67.0,6.0,,,,,,,63,31907696.0
20553,2011-11-07,33,14.0,8.0,,,,,,,38,4616088.0
26097,2012-06-11,36,22.0,4.0,,,,,,,46,4940024.0
27324,2013-08-26,55,,10.0,1.0,1.0,,3.0,1.0,,102,4826565.416
47059,2012-11-15,89,,13.0,,,,,,,118,12568716.8
65657,2012-05-08,34,19.0,8.0,,,,,,,34,5182976.0
18669,2015-03-21,60,40.0,2.0,17.0,4.0,2015.0,2.0,10.0,1.0,72,5442124.8
53107,2015-05-02,79,46.0,4.0,22.0,1.0,1990.0,3.0,10.0,3.0,115,9475128.0
20187,2012-05-12,79,79.0,13.0,,,,,,,118,9047532.48
12280,2013-03-10,123,,14.0,,,,,,,77,14000104.14096
29802,2013-04-30,55,,10.0,,,,,,,65,7064363.8944
53713,2013-07-10,68,,5.0,,,,,,,102,4339608.624
85990,2011-11-17,35,22.0,5.0,,,,,,,10,3482312.0
24496,2014-05-03,41,,20.0,25.0,4.0,,1.0,0.0,,94,3498445.63248
70225,2015-06-15,55,,2.0,1.0,1.0,,2.0,1.0,1.0,70,6648701.3668
15579,2014-11-19,40,25.0,1.0,5.0,2.0,1960.0,2.0,5.0,2.0,129,4373136.0
87340,2014-10-15,31,17.0,5.0,6.0,2.0,1961.0,1.0,6.0,2.0,34,4859040.0
44940,2012-09-17,50,29.0,4.0,,,,,,,115,6478720.0
24971,2014-07-25,78,,6.0,1.0,1.0,,3.0,1.0,,48,6166526.68
97305,2015-03-12,54,32.0,11.0,17.0,1.0,1994.0,2.0,9.0,3.0,65,8381844.0
90906,2012-12-25,61,,14.0,,,,,,,105,3954359.6376
37045,2013-09-03,61,,7.0,,,,,,,72,5105648.4276
63731,2015-03-14,75,42.0,4.0,18.0,1.0,2008.0,3.0,11.0,3.0,24,13281376.0
75666,2015-01-06,52,30.0,2.0,17.0,1.0,2013.0,2.0,9.0,1.0,72,4061266.6160000004
21251,2014-05-28,47,29.0,5.0,9.0,1.0,1975.0,2.0,6.0,2.0,82,6478720.0
78504,2014-06-30,107,55.0,2.0,25.0,4.0,2007.0,3.0,13.0,4.0,65,13159900.0
39236,2013-09-19,37,37.0,17.0,,,,,,,63,4956365.76136
74838,2014-05-28,77,45.0,15.0,16.0,1.0,1980.0,3.0,10.0,,55,8665288.0
12120,2014-12-07,31,18.0,9.0,9.0,2.0,1967.0,1.0,5.0,3.0,12,5021008.0
30451,2014-06-07,77,,14.0,1.0,1.0,,3.0,1.0,1.0,72,5781609.727999999
43869,2013-12-10,45,30.0,4.0,5.0,5.0,1963.0,2.0,5.0,2.0,30,5263960.0
64121,2013-06-07,45,28.0,9.0,,,,,,,113,7288560.0
11397,2014-04-27,76,45.0,15.0,17.0,1.0,1984.0,3.0,10.0,2.0,49,11985632.0
74934,2013-05-17,41,41.0,9.0,,,,,,,102,3203079.168
59913,2015-03-17,38,,10.0,17.0,1.0,,1.0,1.0,1.0,103,4455544.50856
15690,2012-10-24,40,,11.0,,,,,,,102,3725264.0
50702,2015-04-25,46,22.0,4.0,8.0,2.0,1955.0,1.0,13.0,3.0,121,10365952.0
80383,2014-07-23,61,37.0,5.0,8.0,2.0,1958.0,2.0,8.0,2.0,20,11718384.8
73312,2014-06-01,41,21.0,12.0,12.0,1.0,1979.0,1.0,8.0,3.0,112,4008708.0
91221,2012-07-15,31,20.0,5.0,,,,,,,107,4454120.0
42962,2011-11-17,83,83.0,18.0,,,,,,,12,9216011.5936
26224,2015-04-26,38,19.0,2.0,16.0,5.0,1979.0,1.0,10.0,2.0,53,5263960.0
85218,2012-09-12,36,21.0,6.0,,,,,,,82,5101992.0
77393,2013-01-14,40,40.0,15.0,,,,,,,94,3103121.42664
84911,2014-02-01,108,67.0,13.0,23.0,1.0,2005.0,4.0,12.0,2.0,51,12147600.0
56966,2012-12-05,79,79.0,11.0,,,,,,,103,4463956.31664
44451,2013-04-07,43,,10.0,,,,,,,65,5249215.24312
36686,2014-07-28,44,20.0,14.0,19.0,1.0,2007.0,1.0,9.0,3.0,27,5668880.0
43234,2013-12-22,54,32.0,17.0,17.0,1.0,1985.0,2.0,9.0,2.0,40,1619680.0
56475,2013-07-24,45,28.0,5.0,12.0,5.0,1965.0,2.0,6.0,2.0,108,6640688.0
66900,2014-02-28,53,29.0,11.0,14.0,1.0,2001.0,2.0,11.0,3.0,38,6316752.0
20955,2012-09-08,100,,,,,,,,,5,12629166.496960001
86496,2011-12-01,39,20.0,11.0,,,,,,,42,3482312.0
82564,2015-01-12,39,,9.0,17.0,1.0,,1.0,1.0,,103,3779324.8692
54225,2012-10-20,61,,11.0,,,,,,,143,4430558.51504
24232,2014-02-17,39,,12.0,17.0,1.0,,1.0,1.0,,94,2957622.33288
62819,2012-01-30,43,28.0,2.0,,,,,,,75,4251660.0
59845,2015-01-04,44,28.0,9.0,9.0,1.0,1978.0,2.0,6.0,2.0,56,809840.0
32041,2013-11-05,39,23.0,6.0,12.0,5.0,1970.0,2.0,6.0,2.0,84,4737564.0
91786,2014-05-23,35,20.0,2.0,9.0,1.0,1975.0,1.0,6.0,3.0,20,5709372.0
85359,2012-12-06,52,,15.0,,,,,,,102,3326107.63128
92803,2013-12-01,76,44.0,13.0,16.0,1.0,1981.0,3.0,10.0,3.0,130,9637096.0
92238,2014-06-26,50,29.0,11.0,12.0,1.0,1976.0,2.0,9.0,2.0,56,5911832.0
29742,2014-08-18,38,20.0,2.0,12.0,1.0,1976.0,1.0,8.0,3.0,18,5263960.0
83766,2013-03-27,42,42.0,3.0,,,,,,,102,2789088.96
98788,2013-11-30,63,38.0,3.0,9.0,1.0,1971.0,3.0,8.0,3.0,27,8341352.0
51560,2014-06-20,32,21.0,4.0,5.0,2.0,1920.0,1.0,5.0,2.0,134,7572004.0
65866,2014-02-16,53,32.0,11.0,17.0,1.0,2009.0,2.0,9.0,3.0,74,6640688.0
72822,2013-05-02,42,27.0,2.0,,,,,,,1,6438228.0
12855,2012-12-07,32,17.0,8.0,,,,,,,9,809840.0
41416,2013-01-03,48,48.0,11.0,,,,,,,102,3316975.0656
11023,2014-12-01,61,39.0,10.0,12.0,1.0,1977.0,3.0,7.0,2.0,9,7531512.0
55519,2014-02-01,79,,5.0,17.0,1.0,,3.0,1.0,,103,6153911.80232
37955,2014-12-24,74,40.0,2.0,12.0,1.0,1998.0,3.0,10.0,3.0,13,9475128.0
63558,2014-06-19,45,30.0,5.0,5.0,1.0,1964.0,2.0,5.0,3.0,15,5425928.0
87578,2015-02-23,45,29.0,1.0,9.0,1.0,1967.0,2.0,6.0,2.0,112,4292152.0
73979,2014-05-30,45,28.0,9.0,6.0,1.0,1972.0,2.0,6.0,2.0,139,4859040.0
78634,2015-05-31,39,39.0,16.0,17.0,1.0,,1.0,1.0,,124,3655391.0048
38118,2014-05-03,58,41.0,3.0,9.0,1.0,1971.0,3.0,6.0,2.0,135,6316752.0
61759,2015-07-24,64,64.0,8.0,9.0,1.0,0.0,2.0,1.0,1.0,103,7089598.5088
81941,2012-03-19,51,31.0,16.0,,,,,,,48,4749711.6
95566,2014-05-09,52,30.0,2.0,14.0,1.0,1990.0,2.0,8.0,4.0,48,5425928.0
80659,2013-01-25,67,40.0,22.0,,,,,,,38,5021008.0
55905,2014-08-04,82,48.0,6.0,17.0,1.0,2015.0,3.0,1.0,1.0,105,7294415.1432
95929,2013-07-12,55,30.0,18.0,,,,,,,145,809840.0
45691,2013-04-03,55,34.0,5.0,,,,,,,25,6154784.0
49256,2014-05-02,47,28.0,3.0,9.0,1.0,1974.0,2.0,6.0,,9,5871340.0
89820,2014-03-06,76,44.0,16.0,16.0,1.0,1978.0,3.0,10.0,3.0,37,10527920.0
63798,2015-01-28,43,26.0,3.0,5.0,2.0,1962.0,2.0,5.0,3.0,1,6681180.0
19283,2014-11-09,45,30.0,2.0,5.0,1.0,1962.0,2.0,5.0,3.0,52,5749864.0
69175,2015-01-13,73,45.0,3.0,17.0,1.0,1987.0,3.0,10.0,3.0,76,9313160.0
10469,2014-10-29,57,,14.0,15.0,1.0,,2.0,1.0,,101,3808593.2966400003
49122,2012-02-22,53,35.0,2.0,,,,,,,109,1619680.0
17058,2015-03-31,60,43.0,2.0,9.0,1.0,1975.0,3.0,6.0,2.0,82,7491020.0
64143,2012-11-01,39,36.0,13.0,,,,,,,20,5587896.0
32066,2013-10-09,41,21.0,13.0,14.0,1.0,1988.0,1.0,8.0,3.0,74,4575596.0
54639,2014-08-10,42,26.0,5.0,5.0,1.0,1965.0,2.0,5.0,2.0,52,4778056.0
96785,2013-06-17,50,,4.0,,,,,,,87,2281108.7216
61641,2015-01-12,43,43.0,8.0,10.0,1.0,2014.0,1.0,1.0,1.0,107,11321325.10704
85431,2012-11-23,74,45.0,4.0,,,,,,,49,11621204.0
44012,2014-12-03,27,1.0,2.0,6.0,4.0,2015.0,1.0,1.0,1.0,87,1961687.5796
27250,2014-09-20,64,64.0,1.0,3.0,4.0,2014.0,2.0,0.0,1.0,87,4759429.68
68285,2014-03-21,42,,5.0,18.0,1.0,2014.0,1.0,1.0,1.0,48,3520374.48
33823,2014-02-13,55,30.0,8.0,14.0,1.0,2002.0,2.0,11.0,3.0,38,6559704.0
89836,2013-10-24,51,33.0,3.0,9.0,1.0,1969.0,3.0,6.0,3.0,19,6235768.0
24651,2014-06-03,62,,10.0,17.0,1.0,,2.0,1.0,,74,4696383.636
11923,2014-03-04,89,48.0,9.0,25.0,1.0,2008.0,2.0,14.0,,94,3881563.12
77165,2014-03-04,49,20.0,4.0,12.0,4.0,2002.0,1.0,16.0,2.0,123,1619680.0
77848,2014-07-09,73,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,134,5311983.512
98052,2013-03-29,40,,17.0,,,,,,,72,3299288.16
60808,2015-06-15,80,45.0,6.0,13.0,4.0,2014.0,3.0,9.0,1.0,48,6836669.28
88875,2012-08-15,58,43.0,2.0,,,,,,,11,5425928.0
44993,2013-03-23,44,44.0,3.0,,,,,,,34,4940024.0
57671,2014-04-13,40,40.0,19.0,25.0,1.0,0.0,1.0,0.0,1.0,126,6610877.7896
27715,2014-11-05,53,28.0,13.0,16.0,1.0,1978.0,2.0,11.0,3.0,71,9637096.0
83141,2014-11-07,82,1.0,25.0,1.0,1.0,2014.0,3.0,1.0,1.0,126,13368271.832
50455,2015-06-21,76,45.0,14.0,17.0,1.0,1985.0,3.0,9.0,3.0,49,13969740.0
19108,2012-10-16,19,14.0,2.0,,,,,,,124,2356634.4
89426,2013-03-12,34,19.0,6.0,,,,,,,39,4373136.0
17374,2015-08-09,39,20.0,7.0,12.0,1.0,1982.0,1.0,8.0,3.0,9,5425928.0
83953,2014-03-02,32,18.0,5.0,9.0,1.0,1978.0,1.0,6.0,2.0,37,4454120.0
89076,2013-01-11,48,,10.0,,,,,,,102,3316975.0656
92286,2012-03-10,28,16.0,5.0,,,,,,,110,3644280.0
62222,2015-05-28,68,30.0,2.0,17.0,1.0,2016.0,2.0,10.0,1.0,86,4141152.47296
27877,2015-05-29,63,,18.0,0.0,1.0,,2.0,0.0,,71,11739281.10152
88565,2014-03-28,41,41.0,8.0,25.0,1.0,,1.0,1.0,1.0,94,3426899.50784
30181,2014-07-27,35,17.0,2.0,5.0,2.0,1959.0,1.0,5.0,2.0,53,5061500.0
13394,2014-03-05,60,58.0,4.0,17.0,1.0,1994.0,2.0,10.0,2.0,126,9556112.0
28936,2015-03-19,53,,3.0,3.0,1.0,,2.0,1.0,1.0,96,2571549.7392
26981,2012-01-12,35,20.0,3.0,,,,,,,145,4616088.0
90972,2012-10-22,55,31.0,,,,,,,,8,2429520.0
79651,2014-01-25,36,19.0,14.0,14.0,5.0,1970.0,1.0,9.0,2.0,30,6397736.0
60400,2014-02-23,57,32.0,3.0,17.0,1.0,1994.0,2.0,10.0,3.0,60,8098400.0
23860,2015-03-13,63,,7.0,17.0,1.0,,2.0,1.0,1.0,103,6302638.918319999
11779,2013-06-08,31,19.0,5.0,,,,,,,84,4028954.0
77845,2015-02-03,77,77.0,2.0,3.0,1.0,2014.0,3.0,10.0,1.0,38,5021008.0
33403,2014-11-27,45,28.0,5.0,5.0,5.0,1965.0,2.0,5.0,3.0,27,1943616.0
90422,2014-02-11,37,19.0,3.0,16.0,1.0,1985.0,1.0,9.0,2.0,80,4697072.0
99143,2014-07-14,59,37.0,7.0,8.0,2.0,1960.0,2.0,9.0,2.0,119,9880048.0
28477,2013-06-12,50,28.0,,,,,,,,8,2834440.0
31678,2013-11-04,56,38.0,4.0,5.0,1.0,1967.0,3.0,5.0,2.0,15,5344944.0
61992,2013-10-23,37,16.0,11.0,11.0,1.0,1975.0,1.0,9.0,2.0,109,6073800.0
95722,2014-03-13,32,20.0,2.0,5.0,1.0,1964.0,1.0,5.0,3.0,140,4251660.0
44011,2014-09-30,78,47.0,14.0,14.0,1.0,1996.0,3.0,8.0,3.0,48,7612496.0
69901,2014-06-05,41,24.0,6.0,9.0,2.0,1964.0,2.0,5.0,4.0,68,6357244.0
66070,2012-11-05,59,,16.0,,,,,,,102,3680560.832
33842,2015-04-08,65,65.0,2.0,10.0,4.0,2015.0,2.0,10.0,1.0,105,5319492.34848
41236,2013-02-21,35,20.0,10.0,,,,,,,78,4454120.0
72691,2014-12-22,42,20.0,4.0,14.0,1.0,1984.0,1.0,8.0,2.0,21,4616088.0
88724,2014-06-20,58,58.0,11.0,17.0,1.0,2015.0,2.0,1.0,1.0,72,5079397.464
11429,2013-07-15,52,30.0,14.0,,,,,,,1,7288560.0
48417,2014-04-29,37,19.0,5.0,16.0,1.0,1984.0,1.0,9.0,3.0,141,4940024.0
57107,2014-03-27,70,36.0,2.0,13.0,4.0,2009.0,2.0,12.0,2.0,109,16196800.0
29154,2013-08-01,56,,13.0,,,,,,,101,3572515.21856
13881,2013-04-05,38,19.0,14.0,,,,,,,82,5223468.0
84157,2014-04-29,59,43.0,2.0,9.0,1.0,1967.0,3.0,6.0,2.0,21,5871340.0
12026,2014-12-10,76,43.0,5.0,22.0,1.0,2008.0,3.0,10.0,2.0,43,12673996.0
89515,2011-11-29,57,42.0,7.0,,,,,,,127,6964624.0
76433,2012-06-06,38,20.0,8.0,,,,,,,48,3644280.0
66117,2013-02-20,60,,4.0,,,,,,,72,4497721.7856
94237,2015-07-23,64,32.0,5.0,15.0,1.0,2003.0,2.0,11.0,2.0,77,10932840.0
39130,2013-09-26,38,20.0,5.0,9.0,1.0,1987.0,1.0,8.0,3.0,135,4697072.0
82584,2013-05-20,34,19.0,16.0,,,,,,,63,5061500.0
25592,2014-07-27,63,63.0,5.0,17.0,1.0,,2.0,1.0,,103,5651295.944080001
65847,2015-01-13,77,45.0,13.0,16.0,1.0,1980.0,3.0,10.0,3.0,82,14374660.0
84505,2015-04-20,77,44.0,15.0,22.0,1.0,2002.0,3.0,10.0,3.0,127,8908240.0
49469,2015-03-18,69,,2.0,1.0,1.0,,3.0,1.0,1.0,96,3035831.0112
20367,2013-12-30,33,20.0,3.0,5.0,5.0,1961.0,1.0,5.0,2.0,107,4535104.0
33870,2015-03-22,38,20.0,22.0,22.0,4.0,2004.0,1.0,10.0,2.0,65,6292456.8
25805,2012-08-10,37,19.0,,,,,,,,116,809840.0
