id,population,indust_part,preschool_facilities,school_facilities,hospital_beds_raion,healthcare_facilities,university_num,sport_objects_facilities,additional_education_facilities,culture_objects_facilities,shopping_centers_facilities,office_num,green_part,prom_part,cafe_count,church_facilities,mosque,leisure_facilities
52548,118843,0.309479124,2,3,990.0,0,0,7,3,0,6,4,17.67,0.0,0,0,0,0
14003,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
90954,155572,6.99893e-05,5,5,240.0,1,0,7,3,0,16,1,6.72,0.0,8,1,0,0
76057,113897,0.371148999,5,5,750.0,2,0,4,3,0,5,1,37.22,0.0,3,0,0,1
90168,113897,0.371148999,5,5,750.0,2,0,4,3,0,5,1,10.7,1.36,1,0,0,0
40710,79576,0.101872465,5,5,,3,0,4,3,0,3,3,2.25,14.6,1,0,0,0
93311,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
11627,101708,0.118537385,4,7,1183.0,1,0,5,1,0,0,1,10.43,0.0,2,0,0,0
36215,118945,0.012338886,6,7,2078.0,2,0,7,0,0,4,1,23.41,0.0,1,0,0,0
19542,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,15.02,0,1,0,0
20660,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
84759,142243,0.000995363,8,8,,1,0,7,8,0,5,1,0.0,5.62,1,0,0,0
75126,77878,0.195781053,4,8,,3,0,2,2,0,2,6,0.97,0.0,3,0,0,2
20438,53786,0.150817539,2,4,2643.0,4,0,10,2,0,5,4,1.6,11.39,4,0,0,0
80055,102726,0.0,5,8,4702.0,5,1,23,2,2,5,87,0.24,0.0,20,7,0,6
76199,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,29.03,0.0,1,0,0,0
33354,156377,0.0,5,5,1145.0,3,0,1,2,0,5,0,18.67,0.0,3,0,0,0
63242,178264,0.041116354,11,13,,1,0,13,4,0,4,4,14.41,0.0,1,0,0,0
75505,68630,0.460556389,1,1,,1,0,4,4,0,5,14,13.76,9.31,1,0,0,0
59685,175518,0.300322518,4,4,,1,0,10,3,0,9,6,4.42,25.47,1,0,0,0
64274,155427,0.041124634,8,9,,1,0,6,2,0,10,5,5.98,13.79,0,2,0,0
35347,102726,0.0,5,8,4702.0,5,1,23,2,2,5,87,7.92,0.0,24,1,0,0
44719,37502,0.210473241,1,2,1994.0,3,1,8,5,0,0,2,1.07,31.48,2,0,0,2
11381,111023,0.025609157,7,7,240.0,3,0,6,4,0,1,0,25.74,0.47,2,0,0,0
22794,32241,0.211401214,0,0,,0,0,0,3,0,1,0,21.1,0.0,0,0,0,0
39310,132349,0.130617806,6,6,900.0,1,0,12,2,0,9,9,0.0,0.0,1,0,0,0
46690,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
99302,247469,0.090799103,13,14,,5,0,16,16,0,15,2,12.16,0.0,5,0,0,0
88028,9553,0.072157581,0,0,,0,0,1,0,0,0,1,27.33,1.6,0,1,0,0
84697,9553,0.072157581,0,0,,0,0,1,0,0,0,1,69.42,0.0,0,0,0,0
33677,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
35830,175518,0.300322518,4,4,,1,0,10,3,0,9,6,0.0,10.03,2,1,0,0
94685,219609,0.033493708,10,11,1322.0,3,0,11,11,0,8,1,4.21,0.0,2,0,0,0
63568,57107,0.174739084,4,6,100.0,0,0,5,10,0,3,9,0.49,33.1,9,0,0,0
93771,129207,0.0077202819999999985,6,6,,0,0,4,2,0,4,2,13.8,0.0,4,0,0,0
41695,56535,0.236108458,4,4,,3,0,14,5,0,10,27,2.67,0.0,7,0,0,0
90084,123000,0.0,5,5,2672.0,0,2,4,2,0,2,2,5.03,0.0,0,1,0,0
82386,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
36670,155572,6.99893e-05,5,5,240.0,1,0,7,3,0,16,1,3.5,0.0,4,0,0,0
94625,156377,0.0,5,5,1145.0,3,0,1,2,0,5,0,14.04,0.0,1,0,0,0
25888,219609,0.033493708,10,11,1322.0,3,0,11,11,0,8,1,3.7,0.0,0,0,0,0
66573,39873,0.07542368,0,0,,0,0,3,2,0,0,0,33.91,18.34,0,1,0,0
65145,64931,0.16909109,6,8,,2,0,5,2,0,5,10,5.57,37.93,1,0,0,0
24821,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,100.0,0.0,0,0,0,0
62017,32071,0.14890389099999998,3,3,1430.0,3,0,3,0,0,2,1,48.36,0.0,0,0,0,0
12954,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
95412,4001,0.007122317,0,0,,0,0,0,0,0,1,0,38.39,2.83,0,0,0,0
26748,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
18408,125111,0.019508796,8,8,176.0,5,1,12,5,1,5,11,0.0,0.0,1,0,0,0
78492,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,13.15,1,0,0,0
46901,178473,0.069753361,9,10,,1,0,17,6,0,11,4,24.91,0.0,1,1,0,0
77601,112804,0.000991363,8,9,,1,1,14,2,0,9,3,29.85,0.0,0,0,0,0
42585,130229,0.0,4,5,810.0,0,0,5,1,0,5,0,19.55,0.0,2,0,0,0
54100,166803,0.111627393,4,5,1970.0,2,0,18,4,0,3,8,6.24,0.0,3,0,0,0
85634,156377,0.0,5,5,1145.0,3,0,1,2,0,5,0,26.77,0.0,1,0,0,0
10794,118843,0.309479124,2,3,990.0,0,0,7,3,0,6,4,6.78,0.0,2,0,0,0
32932,102828,0.006076152,4,6,645.0,6,0,16,3,0,6,0,100.0,0.0,0,0,0,0
63996,9553,0.072157581,0,0,,0,0,1,0,0,0,1,2.91,1.24,0,0,0,0
51380,115352,0.049637257,5,8,229.0,1,0,6,1,1,3,0,3.64,0.0,1,0,0,0
70666,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,0.0,0.0,2,0,0,0
15974,143661,0.127375905,6,7,,3,0,3,4,0,9,3,17.45,0.0,2,1,0,0
69351,219609,0.033493708,10,11,1322.0,3,0,11,11,0,8,1,19.21,0.0,2,0,0,0
18502,9553,0.072157581,0,0,,0,0,1,0,0,0,1,30.35,14.0,0,0,0,0
70801,4001,0.007122317,0,0,,0,0,0,0,0,1,0,15.29,2.83,1,0,0,0
45992,6161,0.005767451,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
83171,6161,0.005767451,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
91681,175518,0.300322518,4,4,,1,0,10,3,0,9,6,0.0,14.82,1,1,0,0
29420,115352,0.049637257,5,8,229.0,1,0,6,1,1,3,0,0.0,42.47,0,0,0,0
73532,139322,0.225824954,7,7,1548.0,3,0,13,0,0,2,7,3.93,61.6,4,0,0,0
21673,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
94299,85956,0.319809354,4,4,2857.0,5,1,14,4,0,8,16,0.0,22.85,0,0,0,0
73366,178473,0.069753361,9,10,,1,0,17,6,0,11,4,0.0,0.0,5,0,0,0
75823,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
90177,156377,0.0,5,5,1145.0,3,0,1,2,0,5,0,16.3,0.0,3,0,0,0
96058,76156,0.246031548,5,5,2715.0,3,1,7,6,0,3,4,0.0,0.0,2,1,0,0
92219,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
98067,116742,0.007658515,5,10,2301.0,3,1,24,1,1,19,56,6.05,0.0,13,2,0,1
91789,175518,0.300322518,4,4,,1,0,10,3,0,9,6,3.38,0.0,8,0,0,0
86058,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
50121,38075,0.31019913,3,4,,0,0,0,0,0,0,1,34.12,0.0,1,0,0,0
47344,145576,0.100455735,7,7,,1,0,7,2,0,6,0,0.0,0.0,1,0,0,0
95973,80791,0.050755569,4,4,145.0,0,0,10,2,0,1,1,0.0,17.74,0,0,0,0
72794,76284,0.313924552,4,6,3855.0,2,0,10,3,0,10,11,0.0,34.1,3,0,0,1
13576,32241,0.211401214,0,0,,0,0,0,3,0,1,0,19.92,0.0,0,0,0,0
71946,129207,0.0077202819999999985,6,6,,0,0,4,2,0,4,2,13.8,0.0,4,0,0,0
14001,78507,0.0,7,7,,2,0,14,1,0,6,4,8.63,0.0,5,0,0,0
98070,122862,0.00016967599999999998,7,8,,1,0,5,0,0,1,0,7.38,0.0,3,1,0,0
72780,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,14.0,0,1,0,0
22530,125111,0.019508796,8,8,176.0,5,1,12,5,1,5,11,5.36,0.0,2,0,0,0
84469,165727,0.13321533300000002,10,13,1406.0,3,0,13,1,0,4,3,10.37,0.0,1,0,0,0
40084,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
95189,4001,0.007122317,0,0,,0,0,0,0,0,1,0,33.39,0.0,0,0,0,0
72131,79576,0.101872465,5,5,,3,0,4,3,0,3,3,8.5,25.82,2,0,0,0
80367,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
44131,100846,0.307466659,4,6,325.0,2,0,3,2,0,5,9,0.0,14.08,0,0,0,0
30722,91100,0.341071945,5,9,2300.0,3,0,12,5,0,11,48,7.7,0.0,4,0,0,0
95641,101708,0.118537385,4,7,1183.0,1,0,5,1,0,0,1,25.24,0.0,0,1,0,0
12108,57107,0.174739084,4,6,100.0,0,0,5,10,0,3,9,0.11,1.82,7,0,0,0
69362,77878,0.195781053,4,8,,3,0,2,2,0,2,6,1.86,85.26,1,0,0,0
18046,100846,0.307466659,4,6,325.0,2,0,3,2,0,5,9,8.48,11.41,1,1,0,0
10212,87713,0.458174486,4,4,1130.0,1,0,6,2,0,5,1,9.75,46.8,1,0,0,0
89699,130396,0.002211665,5,6,,1,0,3,2,0,5,3,22.14,0.0,1,0,0,0
42447,247469,0.090799103,13,14,,5,0,16,16,0,15,2,20.3,0.0,0,0,0,0
72826,7538,0.014072961,0,0,,0,0,0,0,0,0,0,6.33,13.13,0,1,0,0
47319,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
62218,56535,0.236108458,4,4,,3,0,14,5,0,10,27,2.67,0.0,7,0,0,0
71849,174831,0.037177818,7,7,2300.0,1,0,7,7,0,7,1,5.2,0.0,0,0,0,0
33488,4001,0.007122317,0,0,,0,0,0,0,0,1,0,3.33,3.7,2,0,0,0
80360,64317,0.014423114,1,1,,0,0,2,1,0,3,4,51.59,0.0,1,0,0,0
26955,9553,0.072157581,0,0,,0,0,1,0,0,0,1,11.01,0.0,0,1,0,0
86878,21819,0.075778755,0,0,,0,0,3,3,0,2,3,11.66,0.97,0,1,0,0
34533,115352,0.049637257,5,8,229.0,1,0,6,1,1,3,0,12.37,0.0,1,0,0,0
19003,4001,0.007122317,0,0,,0,0,0,0,0,1,0,3.33,3.7,2,0,0,0
96783,7122,0.017647053,0,0,,0,0,0,2,0,0,0,9.88,0.0,0,0,0,0
70570,178473,0.069753361,9,10,,1,0,17,6,0,11,4,24.91,0.0,1,1,0,0
25609,139322,0.225824954,7,7,1548.0,3,0,13,0,0,2,7,12.28,0.0,2,0,0,0
25933,122873,0.175054867,4,4,,1,0,6,0,0,0,3,4.82,0.0,2,1,0,0
51922,106445,0.151346216,6,6,830.0,4,0,7,0,0,1,10,0.0,8.07,2,0,0,0
64508,7122,0.017647053,0,0,,0,0,0,2,0,0,0,1.48,0.0,0,0,0,0
92010,103746,0.041365446,5,5,,1,0,1,0,0,4,0,6.89,0.0,0,1,0,0
92329,9553,0.072157581,0,0,,0,0,1,0,0,0,1,17.94,1.51,0,0,0,0
55389,178473,0.069753361,9,10,,1,0,17,6,0,11,4,3.51,0.0,2,0,0,0
92339,157010,0.194489265,6,7,125.0,3,0,5,3,0,5,3,1.17,0.0,0,1,0,0
42225,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,14.0,0,1,0,0
68814,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
14237,85083,0.034331497,6,7,,0,0,5,3,0,4,3,13.85,0.0,1,1,0,0
76377,85721,0.521867054,4,4,,0,0,2,0,0,0,0,13.4,15.39,2,0,0,0
86552,37807,0.136244425,3,3,,0,0,0,0,0,1,0,21.44,3.26,0,0,0,1
33689,7122,0.017647053,0,0,,0,0,0,2,0,0,0,9.88,0.0,0,0,0,0
77613,178473,0.069753361,9,10,,1,0,17,6,0,11,4,18.0,0.0,1,0,0,0
50059,85219,0.161531741,6,6,30.0,2,0,4,1,0,4,1,41.39,4.04,0,0,0,0
10882,155427,0.041124634,8,9,,1,0,6,2,0,10,5,10.34,0.0,0,1,0,0
78886,4001,0.007122317,0,0,,0,0,0,0,0,1,0,15.29,2.83,1,0,0,0
71494,178264,0.041116354,11,13,,1,0,13,4,0,4,4,15.13,0.0,0,0,0,0
25878,73007,0.050272014,3,6,1020.0,0,1,4,3,0,3,14,0.86,0.0,12,0,0,0
36695,9553,0.072157581,0,0,,0,0,1,0,0,0,1,17.94,1.51,0,0,0,0
95853,76156,0.246031548,5,5,2715.0,3,1,7,6,0,3,4,10.23,0.0,1,1,0,0
35555,165727,0.13321533300000002,10,13,1406.0,3,0,13,1,0,4,3,10.37,0.0,1,0,0,0
52889,77878,0.195781053,4,8,,3,0,2,2,0,2,6,17.76,56.47,1,0,0,0
35195,178473,0.069753361,9,10,,1,0,17,6,0,11,4,11.51,2.73,3,0,0,0
23810,178264,0.041116354,11,13,,1,0,13,4,0,4,4,15.65,0.0,2,0,1,0
21555,4001,0.007122317,0,0,,0,0,0,0,0,1,0,15.29,2.83,1,0,0,0
58752,142243,0.000995363,8,8,,1,0,7,8,0,5,1,2.69,5.72,2,0,0,0
82491,37807,0.136244425,3,3,,0,0,0,0,0,1,0,30.94,1.7,0,0,0,1
64449,115352,0.049637257,5,8,229.0,1,0,6,1,1,3,0,9.08,22.82,0,0,0,0
58712,100846,0.307466659,4,6,325.0,2,0,3,2,0,5,9,0.0,21.61,0,0,0,0
20529,32241,0.211401214,0,0,,0,0,0,3,0,1,0,0.46,25.8,0,1,0,0
28666,102590,0.0,6,6,,0,0,3,1,0,5,0,33.16,0.0,1,0,0,0
67334,9553,0.072157581,0,0,,0,0,1,0,0,0,1,25.6,3.27,0,0,0,0
83430,219609,0.033493708,10,11,1322.0,3,0,11,11,0,8,1,3.15,0.0,2,0,0,0
29571,174831,0.037177818,7,7,2300.0,1,0,7,7,0,7,1,21.17,0.0,4,0,0,0
50629,6161,0.005767451,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
19204,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,100.0,0.0,0,0,0,0
36826,9553,0.072157581,0,0,,0,0,1,0,0,0,1,17.94,1.51,0,0,0,0
14080,26578,0.0,1,1,1786.0,1,1,20,1,0,5,39,20.65,0.0,41,2,0,0
66841,102590,0.0,6,6,,0,0,3,1,0,5,0,19.02,0.0,2,0,0,0
99492,112804,0.000991363,8,9,,1,1,14,2,0,9,3,6.06,0.0,8,1,0,0
95209,37807,0.136244425,3,3,,0,0,0,0,0,1,0,21.43,0.0,0,0,0,0
31237,78810,0.43788524,3,3,1084.0,0,0,3,2,0,5,3,0.11,4.07,0,0,0,0
33659,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
74274,100846,0.307466659,4,6,325.0,2,0,3,2,0,5,9,0.0,16.03,1,0,0,0
50418,143661,0.127375905,6,7,,3,0,3,4,0,9,3,0.0,11.67,1,0,0,0
57901,56535,0.236108458,4,4,,3,0,14,5,0,10,27,0.0,17.53,2,0,0,0
68292,4001,0.007122317,0,0,,0,0,0,0,0,1,0,31.13,2.83,1,0,0,0
32456,101708,0.118537385,4,7,1183.0,1,0,5,1,0,0,1,45.16,0.0,0,2,0,0
66287,178473,0.069753361,9,10,,1,0,17,6,0,11,4,7.78,0.0,3,0,0,0
17702,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
51958,94561,0.038692987000000005,4,4,1015.0,2,0,7,1,0,5,1,0.0,0.0,4,1,0,3
40558,9553,0.072157581,0,0,,0,0,1,0,0,0,1,2.91,1.24,0,0,0,0
26017,118945,0.012338886,6,7,2078.0,2,0,7,0,0,4,1,0.0,0.0,0,1,0,0
35468,155572,6.99893e-05,5,5,240.0,1,0,7,3,0,16,1,9.36,0.0,4,0,0,0
22580,94564,0.219006007,4,4,,1,0,3,2,0,4,3,8.91,13.25,1,1,0,0
38547,61396,0.049863387,5,5,75.0,3,0,8,5,4,1,9,16.63,16.25,1,0,0,0
11852,175518,0.300322518,4,4,,1,0,10,3,0,9,6,7.64,0.0,1,0,0,0
57360,64317,0.014423114,1,1,,0,0,2,1,0,3,4,33.32,0.0,2,0,0,0
65786,80917,0.036122292,3,4,1036.0,1,0,11,3,0,1,0,9.08,0.0,2,0,0,0
20059,9553,0.072157581,0,0,,0,0,1,0,0,0,1,17.94,1.51,0,0,0,0
62986,165727,0.13321533300000002,10,13,1406.0,3,0,13,1,0,4,3,31.69,0.0,2,0,0,0
20571,83369,0.428825818,5,5,730.0,0,0,4,5,0,2,8,20.24,0.0,0,1,0,0
95794,139322,0.225824954,7,7,1548.0,3,0,13,0,0,2,7,1.66,0.0,5,0,0,0
63832,123000,0.0,5,5,2672.0,0,2,4,2,0,2,2,5.03,0.0,2,2,0,0
73654,247469,0.090799103,13,14,,5,0,16,16,0,15,2,23.17,1.56,3,0,0,0
21569,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,100.0,0.0,0,0,0,0
41322,178264,0.041116354,11,13,,1,0,13,4,0,4,4,12.27,0.0,0,0,0,0
92210,9553,0.072157581,0,0,,0,0,1,0,0,0,1,2.91,1.24,0,0,0,0
34694,9553,0.072157581,0,0,,0,0,1,0,0,0,1,17.94,1.51,0,0,0,0
25759,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
27874,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,86.86,0.0,0,0,0,0
11276,175518,0.300322518,4,4,,1,0,10,3,0,9,6,0.0,0.0,3,0,0,0
17936,83502,0.040242764,2,3,2729.0,3,0,9,3,0,1,11,9.71,6.93,0,1,0,0
36453,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,9.49,0.0,4,0,0,0
92872,96959,0.122090347,4,6,1894.0,4,0,7,6,0,0,7,9.19,21.64,4,0,0,0
15268,78507,0.0,7,7,,2,0,14,1,0,6,4,77.65,0.0,0,1,0,0
52406,57107,0.174739084,4,6,100.0,0,0,5,10,0,3,9,0.0,28.68,8,0,0,0
75507,80791,0.050755569,4,4,145.0,0,0,10,2,0,1,1,0.0,0.0,6,0,0,0
48146,13890,0.011654127,0,0,,0,0,0,1,0,0,0,0.0,0.0,1,0,0,0
88826,80791,0.050755569,4,4,145.0,0,0,10,2,0,1,1,11.57,0.0,2,0,0,0
17582,7122,0.017647053,0,0,,0,0,0,2,0,0,0,9.88,0.0,0,0,0,0
73828,178473,0.069753361,9,10,,1,0,17,6,0,11,4,0.0,0.0,7,0,0,0
31127,9553,0.072157581,0,0,,0,0,1,0,0,0,1,2.91,1.24,0,0,0,0
70856,101708,0.118537385,4,7,1183.0,1,0,5,1,0,0,1,1.67,0.0,3,0,0,0
87102,60315,0.17891679600000002,1,2,192.0,1,0,4,6,0,5,4,31.86,0.57,0,1,0,0
71917,77878,0.195781053,4,8,,3,0,2,2,0,2,6,13.38,65.76,1,0,0,0
25133,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
76314,9553,0.072157581,0,0,,0,0,1,0,0,0,1,27.33,1.6,0,1,0,0
81184,4199,0.01405792,0,0,,0,0,0,1,0,0,0,18.4,3.49,0,0,0,0
47158,85956,0.319809354,4,4,2857.0,5,1,14,4,0,8,16,0.0,14.24,0,0,0,0
39201,116742,0.007658515,5,10,2301.0,3,1,24,1,1,19,56,4.24,0.0,13,2,0,2
23776,91100,0.341071945,5,9,2300.0,3,0,12,5,0,11,48,0.35,1.29,8,0,0,0
54082,61039,0.0,5,5,620.0,1,1,9,5,0,2,5,15.05,0.0,7,0,0,0
52540,13890,0.011654127,0,0,,0,0,0,1,0,0,0,0.0,0.0,1,0,0,0
87997,165727,0.13321533300000002,10,13,1406.0,3,0,13,1,0,4,3,23.64,0.0,2,0,0,0
73511,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,2.53,0.0,44,2,0,0
13469,91100,0.341071945,5,9,2300.0,3,0,12,5,0,11,48,0.0,94.62,0,0,0,0
71581,219609,0.033493708,10,11,1322.0,3,0,11,11,0,8,1,7.24,0.0,1,0,0,1
11348,9553,0.072157581,0,0,,0,0,1,0,0,0,1,69.42,0.0,0,0,0,0
47685,96959,0.122090347,4,6,1894.0,4,0,7,6,0,0,7,5.09,8.31,1,0,0,0
19986,4001,0.007122317,0,0,,0,0,0,0,0,1,0,33.39,0.0,0,0,0,0
52306,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
61110,100846,0.307466659,4,6,325.0,2,0,3,2,0,5,9,0.0,31.47,10,1,0,0
87544,157010,0.194489265,6,7,125.0,3,0,5,3,0,5,3,0.0,97.47,1,0,0,0
51231,178473,0.069753361,9,10,,1,0,17,6,0,11,4,0.0,0.0,7,0,0,0
69410,13890,0.011654127,0,0,,0,0,0,1,0,0,0,0.0,0.0,1,0,0,0
87313,178264,0.041116354,11,13,,1,0,13,4,0,4,4,14.24,0.0,0,0,0,0
70540,4001,0.007122317,0,0,,0,0,0,0,0,1,0,93.39,0.0,0,0,0,0
73720,178264,0.041116354,11,13,,1,0,13,4,0,4,4,25.18,0.0,5,0,0,0
33595,178473,0.069753361,9,10,,1,0,17,6,0,11,4,28.71,4.92,2,0,0,0
69161,102590,0.0,6,6,,0,0,3,1,0,5,0,30.92,0.0,1,0,0,0
51094,130396,0.002211665,5,6,,1,0,3,2,0,5,3,22.94,0.0,0,0,0,0
63742,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
49769,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.0,6.86,1,1,0,0
95243,39873,0.07542368,0,0,,0,0,3,2,0,0,0,32.11,11.38,1,2,0,0
38369,77878,0.195781053,4,8,,3,0,2,2,0,2,6,5.68,61.81,1,0,0,0
50089,102590,0.0,6,6,,0,0,3,1,0,5,0,0.3,0.0,1,1,0,0
34030,4001,0.007122317,0,0,,0,0,0,0,0,1,0,27.75,2.83,0,0,0,0
74398,6161,0.005767451,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
64356,103746,0.041365446,5,5,,1,0,1,0,0,4,0,6.77,0.82,2,0,0,0
46364,247469,0.090799103,13,14,,5,0,16,16,0,15,2,21.91,0.0,1,0,0,0
71441,21819,0.075778755,0,0,,0,0,3,3,0,2,3,21.17,14.29,0,0,0,0
47554,178473,0.069753361,9,10,,1,0,17,6,0,11,4,0.58,0.0,8,0,0,0
59025,178264,0.041116354,11,13,,1,0,13,4,0,4,4,10.19,0.0,0,0,0,0
53426,178264,0.041116354,11,13,,1,0,13,4,0,4,4,38.56,0.0,0,1,0,0
84671,48439,0.0006991189999999999,1,2,4129.0,0,0,10,3,1,3,24,14.27,0.0,7,0,0,1
20266,37502,0.210473241,1,2,1994.0,3,1,8,5,0,0,2,9.46,20.51,3,0,0,2
57498,31167,0.407276235,2,2,370.0,0,0,1,2,0,0,0,15.82,20.72,1,0,0,0
46140,9553,0.072157581,0,0,,0,0,1,0,0,0,1,17.94,1.51,0,0,0,0
80323,247469,0.090799103,13,14,,5,0,16,16,0,15,2,17.06,0.0,0,0,0,0
10070,32241,0.211401214,0,0,,0,0,0,3,0,1,0,0.46,25.8,0,1,0,0
82357,156377,0.0,5,5,1145.0,3,0,1,2,0,5,0,15.25,0.0,3,0,0,0
50187,115352,0.049637257,5,8,229.0,1,0,6,1,1,3,0,10.3,0.0,3,0,0,0
74229,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,16.86,2.72,0,0,0,0
10461,9553,0.072157581,0,0,,0,0,1,0,0,0,1,69.42,0.0,0,0,0,0
33601,32241,0.211401214,0,0,,0,0,0,3,0,1,0,21.1,0.0,0,0,0,0
90149,78810,0.43788524,3,3,1084.0,0,0,3,2,0,5,3,0.11,4.07,0,0,0,0
87777,155572,6.99893e-05,5,5,240.0,1,0,7,3,0,16,1,4.19,11.84,0,0,0,0
13244,36154,0.086885265,2,3,1547.0,0,0,1,1,0,0,2,5.15,35.25,0,0,0,0
49672,9553,0.072157581,0,0,,0,0,1,0,0,0,1,17.94,1.51,0,0,0,0
11965,2546,0.034656082000000005,0,0,,0,0,0,0,0,0,0,86.86,0.0,0,0,0,0
81987,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
10534,9553,0.072157581,0,0,,0,0,1,0,0,0,1,0.58,12.69,0,0,0,0
72135,156377,0.0,5,5,1145.0,3,0,1,2,0,5,0,24.28,0.0,2,0,0,0
91234,100846,0.307466659,4,6,325.0,2,0,3,2,0,5,9,0.0,32.96,1,0,0,0
38534,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
62197,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,12.24,0.0,71,15,0,0
63722,145088,0.050900058,6,6,30.0,2,0,8,3,0,3,1,3.49,0.0,0,0,0,0
81647,80791,0.050755569,4,4,145.0,0,0,10,2,0,1,1,3.29,1.57,0,0,0,0
37704,76156,0.246031548,5,5,2715.0,3,1,7,6,0,3,4,23.77,0.0,0,0,0,0
28260,105663,0.161975568,4,5,4508.0,3,0,11,5,0,7,5,1.32,40.72,1,0,0,0
59683,143661,0.127375905,6,7,,3,0,3,4,0,9,3,28.6,0.0,0,1,0,0
17916,4001,0.007122317,0,0,,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0
89282,101708,0.118537385,4,7,1183.0,1,0,5,1,0,0,1,45.16,0.0,0,2,0,0
71033,4001,0.007122317,0,0,,0,0,0,0,0,1,0,3.33,3.7,2,0,0,0
32461,178473,0.069753361,9,10,,1,0,17,6,0,11,4,5.05,0.0,6,0,0,0
12337,60315,0.17891679600000002,1,2,192.0,1,0,4,6,0,5,4,22.35,0.0,1,1,0,0
36359,75377,7.81528e-05,4,4,1046.0,3,2,29,16,10,23,141,3.65,0.0,25,4,0,1
15916,115352,0.049637257,5,8,229.0,1,0,6,1,1,3,0,2.04,0.0,3,0,0,0
97902,105663,0.161975568,4,5,4508.0,3,0,11,5,0,7,5,5.62,0.0,0,0,0,0
49695,37502,0.210473241,1,2,1994.0,3,1,8,5,0,0,2,13.2,0.21,1,1,0,2
72380,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,42.63,5.76,0,0,0,0
51990,78418,0.200146802,3,3,770.0,2,0,9,2,0,0,8,19.69,7.94,1,0,0,0
91246,9553,0.072157581,0,0,,0,0,1,0,0,0,1,6.63,0.0,0,0,0,0
43873,21819,0.075778755,0,0,,0,0,3,3,0,2,3,13.1,0.0,0,1,0,0
61667,19940,0.243204519,5,5,540.0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0
48213,36154,0.086885265,2,3,1547.0,0,0,1,1,0,0,2,7.44,1.69,0,0,0,0
